title,author,final_price,jumlah halaman,penerbit,tanggal terbit,berat,isbn,lebar,bahasa,panjang,image_url,description,affiliate_url
One Punch Man 14,One & Yusuke Murata,Rp 24.000,216,Elex Media Komputindo,"July 3, 2018",0.12,9786020462080,11.4,Indonesia,17.1,https://cdn.gramedia.com/uploads/items/9786020462080_One-Punch-Man.jpg,"Disclaimer
Cerita dalam komik ini mengandung materi yang diperuntukkan untuk pembaca 13 tahun ke atas. Tidak dianjurkan untuk dibaca anak-anak di bawah umur 13 tahun.

One Punch Man adalah manga karya One dan Yusuke Murata yang diterbitkan oleh Elex Media Komputindo pada tahun 2018. Mengangkat tema tentang petarung arena, manga ini cukup unik karena melibatkan monster.

Goketsu adalah mantan petarung juara dunia, namun ia pernah dikalahkan dan diculik oleh monster. Hal itu membuatnya tunduk pada kuasa monster yang memberikannya kekuatan baru yang membuatnya menjadi lebih kuat. Goketsu pun kemudian diberi tugas untuk merekrut petarung-petarung baru yang rela melepas sifat manusia mereka untuk menjadi monster agar memperoleh kekuatan yang lebih besar.

Meski banyak yang menginginkan kekuatan besar dengan menjadi monster, ada beberapa petarung yang tetap ingin menjadi manusia, seperti Suiryu dan Saitama. Pilihan mereka ini membuat para petarung baru yang memilih menjadi monster tak senang dan berbalik melawan mereka.

Sanggupkah Suiryu dan Saitama mengalahkan pasukan baru monster? Bagi kalian para pecinta manga dengan cerita unik dan tidak biasa, manga ini cocok menjadi bahan bacaan dan koleksi kalian!

Sinopsis
Goketsu, utusan dari Asosiasi Monster, datang ke arena Super Fight untuk merekrut para petarung menjadi monster. Berapakah yang akan tunduk dan membuang kemanusiaannya? Dan berapakah yang siap melawan balik?",https://aff.gramedia.com/s/WxBCUEBdyL
Ruler of The Land 86,Jeon Keuk Jin & Yang Jae Hyun,Rp 32.000,208,Elex Media Komputindo,"June 17, 2024",0.115,9786230058752,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/picture_meta/2024/6/18/vpstzczijlz74wq5mejxsj.jpg,"Han Bikwang Tiba di Medan Perang!! Han Bikwang langsung diserang oleh Jaha Masin begitu dia menyela pertarungan Sa Eum Min dan Noho! Ketika Han Bikwang sedang menyalurkan energi untuk Dam Hwa Rin dengan kondisi tubuh yang tidak terlalu stabil, Do Wol Chun maju untuk menyerangnya. Namun, Jin Pung Baek menghalangi Do Wol Chun, yang mendeklarasikan bahwa semua tindakannya merupakan kehendak Cheon Ma Shin Gun.

Selling Point:
Salah satu komik silat best seller Korea yang tidak hanya mendebarkan, tapi juga menghibur. Kisah tentang perjuangan Han Bikwang menjadi pendekar yang hebat. Pada volume ini, terjadi pertarungan antara para murid Cheon Ma Shin Gun dan juga pertarungan antara delapan senjata pusaka!

*****
Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.

Ruler Of The Land adalah komik atau manhwa asal Korea karya Jeon Keuk Jin dan Yang Jae Hyun yang menceritakan tentang kisah persilatan klasik dengan melibatkan unsur komedi di dalam ceritanya.",https://aff.gramedia.com/s/ekbxhHnYsT
AZ Gunting dan Tempel Hewan,Tim BIP,Rp 33.000,28,Bhuana Ilmu Populer,"June 16, 2024",0.15,9786230418648,18,Indonesia,24,https://cdn.gramedia.com/uploads/picture_meta/2024/6/17/xfjswugh2mrn8mrfpz2gxd.jpg,"Ayo berlatih motorik halus sekaligus mengenal berbagai macam bentuk dasar. Adik-adik bisa berlatih menggunting, menempel, mewarnai, sekalian mengenal hewan darat dan bentuk dasar. Keterampilan motorik halusmu pasti akan semakin terasah. Adik-adik pun siap untuk jadi terampil menulis atau menggambar.

Selling Point:
- Aktivitas gunting tempel dapat meningkatkan kemampuan motorik halus anak, meningkatkan konsentrasi anak, dan melatih kepercayaan diri. 
- Terdapat aktivitas mewarnai yang mengasah kreativitas anak. 
- Garis gunting tebal sebagai petunjuk agar mudah diikuti anak balita.

****
Buku ""Az Gunting dan Tempel Hewan"" adalah buku aktivitas yang dirancang khusus untuk anak-anak usia dini. Buku ini berisi berbagai macam gambar hewan yang menarik dan mudah dikenali oleh anak-anak. Tujuan utama buku ini adalah untuk melatih keterampilan motorik halus anak, seperti menggunting dan menempel, sambil memperkenalkan mereka pada dunia hewan.

Setiap halaman buku ini menampilkan gambar hewan yang berbeda, dilengkapi dengan garis putus-putus sebagai panduan untuk menggunting. Setelah digunting, anak-anak dapat menempelkan gambar hewan tersebut pada halaman lain yang telah disediakan. Selain itu, buku ini juga dilengkapi dengan nama-nama hewan yang ditulis dengan huruf besar dan jelas, sehingga anak-anak dapat belajar mengenal huruf dan membaca sambil bermain.

Kegiatan menggunting dan menempel dalam buku ini tidak hanya menyenangkan, tetapi juga memiliki banyak manfaat bagi perkembangan anak. Beberapa manfaat tersebut antara lain:
Melatih koordinasi mata dan tangan: Anak-anak perlu mengarahkan gunting dengan tepat mengikuti garis putus-putus, yang membantu meningkatkan koordinasi mata dan tangan mereka.
Meningkatkan keterampilan motorik halus: Menggunting dan menempel membutuhkan gerakan jari-jari yang presisi, yang dapat memperkuat otot-otot kecil di tangan dan jari anak.
Mengembangkan kreativitas: Anak-anak dapat berkreasi dengan menempelkan gambar hewan pada posisi atau latar belakang yang berbeda, yang merangsang imajinasi dan kreativitas mereka.",https://aff.gramedia.com/s/wxWPIwDZsV
The Promised Neverland 8,"Kaiu Shirai, Posuka Demizu",Rp 24.000,192.0,Elex Media Komputindo,"February 11, 2020",0.093,9786230013423,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/items/9786230013423_cover_The_Promised_Neverland_08.jpg,"Berlatar pada tahun 2045, Emma adalah seorang anak yatim piatu berusia 11 tahun yang tinggal di Grace Field House, sebuah panti asuhan kecil yang menampungnya beserta 37 anak lainnya. Hidupnya sangat diberkahi dengan makanan yang terasa lezat, tempat tidur yang nyaman, pakaian seputih salju, serta cinta dari ""Mama"" sekaligus pengasuh mereka yang bernama Isabella. Emma yang bersifat ceria dan periang selalu menguasai ujian harian bersama dengan dua sahabat baiknya, Ray dan Norman. Para anak yatim piatu ini pada dasarnya diperbolehkan melakukan apa pun yang mereka inginkan, kecuali untuk keluar dari kompleks ladang atau gerbang yang menghubungkan panti asuhan tersebut dengan dunia luar.
Pada suatu malam, seorang anak yatim piatu bernama Conny dikirim ke luar untuk diadopsi, tetapi Emma dan Norman mengikutinya setelah menyadari bahwa Conny melupakan boneka kelinci mainannya yang diberi nama Little Bunny di rumah. Di gerbang, mereka menemukan Conny telah mati dan menyadari kebenaran yang sesungguhnya tentang keberadaan mereka di panti asuhan tersebut. Bertekad untuk kabur dari Grace Field House, Norman dan Emma bekerja sama dengan Ray demi menemukan cara untuk melarikan diri dengan semua anak-anak yang lain. Akibat suatu rencana jahat, Emma dan Ray diserang banyak iblis. Mereka kembali bertarung dengan taruhan nyawa yang telah berulang kali lolos dari kematian itu. Di tengah kondisi bak neraka itu, Emma membuat sebuah keputusan. Seperti apa masa depan yang diharapkannya? Wahai Anak-Anak Abadi, hadapi dan kalahkan keputusasaan!",https://aff.gramedia.com/s/AaNLilAiDn
One Room of Happiness 10,HAKURI,Rp 24.000,208,m&c!,"April 28, 2023",0.13,9786230309991,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/picture_meta/2023/4/29/bitu7gyrqicdohypo9hzjx.jpg,"Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.

M&C! Publishing adalah penerbit di bawah Divisi Ritel dan Penerbitan Grup Kompas Gramedia, perusahaan penerbitan terbesar di Indonesia. Grup Kompas Gramedia memulai usaha dengan fokus di media cetak. Dalam perkembangannya, perusahaan telah berkembang menjadi kelompok usaha dengan berbagai divisi. Di bidang informasi, grup ini juga merambah ke media elektronik dan multimedia. M&C! Penerbitan telah menerbitkan berbagai judul dan jenis buku: komik, komik pendidikan, buku anak-anak, novel, buku nonfiksi. Salah Satunya seperti komik ”One Room of Happiness 10”.

Sinopsis Buku:
""Akan kubujuk ayah ibuku untuk menarik laporan ke polisi..."" Untuk melindungi kehiduoan bahagianya, Sachi memutuskan untuk pulang ke rumah. Seorang diri dia menghadapi neraka yang pernah menelannya bulat-bulat selama 14 tahun…

Seri Lainnya:
One Room of Happiness 01
One Room of Happiness 02
One Room of Happiness 03
One Room of Happiness 04
One Room of Happiness 05
One Room of Happiness 06
One Room of Happiness 07
One Room of Happiness 08
One Room of Happiness 09",https://aff.gramedia.com/s/irIoviWyWq
Frozen: Kisah Dua Saudara -Edisi Dwi Bahasa Inggris-Indonesia,Disney,Rp 20.000,0,Gramedia Pustaka Utama,"August 10, 2013",1.0,9789792276718,0,,15,https://cdn.gramedia.com/uploads/items/img20220624_15371281.jpg,"Ini adalah Dongeng Cerita Frozen. Ketika Putri Elsa dan Putri Anna dari Arendelle masih kecil, mereka adalah teman terbaik. Anna adalah satu-satunya orang yang mengetahui rahasia Elsa, Elsa memiliki kekuatan untuk membuat salju dan es! Suatu malam, Elsa mengisi ruang dansa kosong dengan salju sehingga para suster dapat bermain bersama.

This is Fairytale Story Frozen. When Princess Elsa and Princess Anna of Arendelle were little, they were best friends. Anna is the only person who knows Elsa's secret, Elsa has the power to make snow and ice! One night, Elsa fills the empty ballroom with snow so the sisters can play together.

Sinopsis

Buku ini menceritakan tentang 2 orang saudara yaitu putri kerajaan bernama Princess elsa dan Princess Anna. Princess Elsa dianugerahi kekuatan yang sangat sakti yaitu kekuatan untuk membekukan sesuatu atau membuat salju dan es. Suatu hari Princess Anna yang merupakan adik dari Princess Elsa mengajak bermain untuk membuat tempat bermain salju yang ada di dalam kerajaan tersebut. Setelah mereka berdua asyik bermain, tanpa disengaja kekuatan Princess Elsa mengenai adiknya sehingga membuat Princess Anna tak sadarkan diri. Elsa sangat menyesal dengan kejadian tersebut. 

This story tells about 2 sisters, namely a royal princess named Princess Elsa and Princess Anna. Princess Elsa is endowed with a very powerful power, namely the power to freeze things or make snow and ice. One day Princess Anna, who is the younger sister of Princess Elsa, asked to play to make a snow playground in the kingdom. After the two of them were engrossed in playing, Princess Elsa's power accidentally hit her sister, causing Princess Anna to become unconscious. Elsa was very sorry about the incident.

Keterangan

Jumlah Halaman         : 32
Penerbit                 : Gramedia Pustaka Utama
Tanggal Terbit  : 11 Agt 2013
Berat                         : 0.150 kg
ISBN                         : 9789792276718
Lebar   : 15 cm
Panjang                : 23 cm
Bahasa  : Indonesia",https://aff.gramedia.com/s/krrBmBGPMG
Buku Ajar Ilmu Sosial Budaya Dasar Bagi Mahasiswa D III Kebidanan,"Bdn. Vera Suzana Dewi Haris, SST., M.Keb, Bdn. Nurul Lidya, SST., M.Kes & dr. Abdullah Antaria, MPH., PhD",Not available,,Trans Info Media,,,,,,,https://cdn.gramedia.com/uploads/picture_meta/2024/6/12/vmy3bdbrabwdqjwtregsf7.jpg,"Sinopsis : 
Materi yang dibahas dalam buku ini meliputi :
• Pengantar dan Konsep Ilmu Sosial dan Budaya Dasar
• Manusia sebagai Makhluk Budaya
• Manusia sebagai Individu dan Makhluk Sosial
• Sosial Budaya pada Kehamilan dan Persalinan
• Sosial Budaya pada Persalinan dan BBL
• Sosial Budaya pada Masa Nifas, Laktasi
• Sosial Budaya pada Neonatus dan Balita
• Sosial Budaya pada Masa Keluarga Berencana/Kesehatan Reproduksi dan Kesehatan Masyarakat
• Sosial Budaya pada Kehamilan dan Persalinan

                                                                                                ***********

Pernahkah Anda terpikir betapa menariknya dunia yang terbuka lebar lewat lembaran buku? Membaca bukan hanya kegiatan rutin, tetapi juga petualangan tak terbatas ke dalam imajinasi dan pengetahuan. Membaca mengasah pikiran, membuka wawasan, dan memperkaya kosakata. Ini adalah pintu menuju dunia di luar kita yang tak terbatas. Tetapkan waktu khusus untuk membaca setiap hari. 

Dari membaca sebelum tidur hingga menyempatkan waktu di pagi hari, kebiasaan membaca dapat dibentuk dengan konsistensi. Pilih buku sesuai minat dan level literasi. Mulailah dengan buku yang sesuai dengan keinginan dan kemampuan membaca. Temukan tempat yang tenang dan nyaman untuk membaca. Lampu yang cukup, kursi yang nyaman, dan sedikit musik pelataran bisa menciptakan pengalaman membaca yang lebih baik. Bergabunglah dalam kelompok membaca atau forum literasi. Diskusikan buku yang Anda baca dan dapatkan rekomendasi dari sesama pembaca. Buat catatan atau jurnal tentang buku yang telah Anda baca. 

Tuliskan pemikiran, kesan, dan pelajaran yang Anda dapatkan. Libatkan keluarga dalam kegiatan membaca. Bacakan cerita untuk anak-anak atau ajak mereka membaca bersama. Ini menciptakan ikatan keluarga yang erat melalui kegiatan positif. Jangan ragu untuk menjelajahi genre baru. Terkadang, kejutan terbaik datang dari buku yang tidak pernah Anda bayangkan akan Anda nikmati. Manfaatkan teknologi dengan membaca buku digital atau bergabung dalam komunitas literasi online. Ini membuka peluang untuk terhubung dengan pembaca dari seluruh dunia.",https://aff.gramedia.com/s/qFgmQRyMDP
Belajar Bersama Temanmu Matematika untuk SD/MI Kelas 6 Volume 1,Tim Gakko Tosho,Rp 14.600,134,Intan Pariwara Edukasi,"June 11, 2024",0.35,9786022448006,21,Indonesia,29.7,https://cdn.gramedia.com/uploads/picture_meta/2024/6/12/yvhdlvssxbc5gckftt3df6.jpg,"Buku Matematika untuk Sekolah Dasar Kelas VI Seri ""Belajar Bersama Temanmu"" yang diterbitan oleh GAKKOTOSHO CO., LTD., 3-10-36, HIGASHIJUJO, KITA-KU dalam bahasa jepang. Buku ini kemudian diterjemahkan ke dalam Bahasa Indonesia serta melalui proses penyaduran agar sesuai dengan Capaian pembelajaran Mata Pelajaran Matematika (Revisi 2021) serta konteks budaya dan kehidupan sehari-hari di Indonesia. 

Buku ini dilengkapi dengan beragam aktivitas dimulai dari ulasan materi prasyarat yang harus sudah dipelajari peserta didik di kelas sebelumnya, perkenalan materi dengan mengaitkannya dengan konteks kehidupan sehari hari, aktifitas pemecahan masalah, dan penerapan lanjut dalam bentuk petualangan matematika. 

Buku ini juga dilengkapi dengan ilustrasi menarik untuk meningkatkan motivasi peserta didik dalam belajar serta relevan dengan materi sebagai bantuan visualisasi objek sehingga memudahkan peserta didik dalam memahami materi.

Adapun materi yang dibahas di buku ini meliputi Bentuk dan Bangun Datar, Kelipatan dan Relasi, Bilangan dan Operasinya, serta Pengukuran. Dengan terbitnya Buku Matematika untuk Sekolah Dasar Kelas VI Seri ""Bersama Temanmu"" diharapkan peserta didik dapat membentuk pola pikir logis, mengkomunikasikan gagasan matematis yang dimiliki, menalar dan membangun argument, serta mengapresiasi kegunaan matematika dalam kehidupan sehari-hari. Peserta didik tidak hanya memiliki ketrampilan matematika yang baik tapi juga komprehensif untuk membangun karakter manusia yang utuh.",https://aff.gramedia.com/s/RYUANStaFY
Belajar Bersama Temanmu Matematika untuk SD/MI Kelas 3 Volume 2,Tim Gakko Tosho,Rp 15.100,133,Intan Pariwara Edukasi,"June 11, 2024",0.35,9786022448174,21,Indonesia,29.7,https://cdn.gramedia.com/uploads/picture_meta/2024/6/12/hnwstrabhppgwzfbduxgdt.jpg,"Buku Matematika untuk Sekolah Dasar Kelas III Volume 2 ini diterjemahkan dari buku mengapresiasi kegunaan matematika dalam kehidupan sehari-hari. Hal ini selaras dengan kecakapan hidup yang harus dimiliki siswa abad 21 yaitu 4C (Creativity, Critical Thinking, Communication, dan Collaboration). Dengan demikian siswa diharapkan dapat memiliki keterampilan matematika yang baik dan komprehensif dalam upaya membangun karakter manusia Indonesia yang utuh. Mathematics for Elementary School yang diterbitkan oleh Gakko Tosho CO, LTD. dalam bahasa Jepang. 

Buku ini kemudian diterjemahkan dalam bahasa Indonesia dan melalui proses penyaduran agar sesuai dengan Capaian Pembelajaran Matematika (Revisi 2021) serta konteks budaya dan kehidupan sehari-hari di Indonesia. Buku ini dilengkapi dengan beragam aktifitas yang dimulai dari materi prasyarat yang sudah dipelajari siswa di kelas sebelumnya, perkenalan materi yang dikaitkan dengan konteks kehidupan sehari-hari, aktivitas pemecahan masalah, dan penerapan lebih lanjut dalam bentuk petualangan matematika. 

Selain itu, buku ini juga dilengkapi dengan ilustrasi yang menarik guna meningkatkan motivasi siswa dalam belajar matematika dan sebagai bantuan visualisasi objek yang relevan sehingga memudahkan siswa dalam memahami materi. Adapun materi yang dibahas dalam buku ini meliputi Pengukuran, Bangun Datar, Data serta Bilangan dan Operasi Hitung. Dengan terbitnya Buku Matematika untuk Sekolah Dasar Kelas III Volume 2 ini diharapkan siswa dapat membentuk pola pikir logis, menalar, membangun argumen, mengkomunikasikan gagasan matematis yang dimiliki, serta",https://aff.gramedia.com/s/UVvpxIrHvM
One Punch Man 10,One & Yusuke Murata,Rp 24.000,216,Elex Media Komputindo,"October 17, 2017",0.1310,9786020448220,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/items/9786020448220_One-Punch-Man-10.jpg,"One-Punch Man jadi salah satu serial terbesar di Jepang dengan cerita superhero yang satire. Manga yang diciptakan oleh ONE dan Yusuke Murata tahun ini merayakan hari jadi yang ke-10.

Serial ini memulai debutnya di bawah Shueisha pada tahun 2012, dan Madhouse mendorong serial tersebut ke stratosfer dengan adaptasi anime-nya. Musim pertama menjadi hit instan meskipun musim kedua berjuang.

Manga One-Punch Man diketahui berhasil terjual 25 juta kopi manga yang beredar hari ini, dengan 24 volume seri manga yang saat ini tersedia di toko buku di Jepang.

One-Punch Man mengisahkan tentang pahlawan dunia yang bangkit melawan monster aneh dan supervillain di planet yang tak disebutkan namanya. Saitama dari kota metropolitan Z-City muncul untuk mengalahkan para monster.

Dia memiliki murid dalam bentuk cyborg bernama Genos dan pada akhirnya mereka bergabung dengan Hero Association untuk mendapatkan pengakuan resmi.

SINOPSIS

Garo yang menyebut dirinya sebagai monster melanjutkan perburuan Hero. Dia bahkan berhasil mengalahkan seorang Hero level S. Semakin kuat lawannya, dia semakin senang. Bagaimana dengan Saitama ? Kelihatannya si botak berjubah pun mulai tertarik dengan ""ilmu bela diri"" yang sepertinya sanggup mengalahkan musuh yang jauh lebih kuat.

Jumlah Halaman 216 
Penerbit  Elex Media Komputindo
Tanggal Terbit  18 Okt 2017
Berat   0.1310 kg
ISBN   9786020448220
Lebar   11.4 cm
Bahasa  Indonesia
Panjang  17.2cm",https://aff.gramedia.com/s/TRSJBMcAXp
One Punch Man 3,One & Yusuke Murata,Rp 24.000,216.0,Elex Media Komputindo,"October 25, 2016",0.13,9786020295299,11.5,Indonesia,17.0,https://cdn.gramedia.com/uploads/items/9786020295299_onepunch_man_3.jpg,"Aktivitas hero dimulai! Saitama mengikuti ujian hero bersama Genos. Nilai tes fisiknya luar biasa, tapi entah kenapa hanya berhasil jadi ranking akhir di level c! Di awal kehidupannya sebagai hero baru, Saitama mendadak terjerumus dalam situasi genting!?",https://aff.gramedia.com/s/utgBUsuhsP
Matematika untuk SMP Kelas 9,Tim Gakko Tosho,Rp 30.700,320,Pusat Perbukuan,"June 10, 2022",0.745,9786022448037,21,Indonesia,29.7,https://cdn.gramedia.com/uploads/picture_meta/2024/6/11/kh49lhbug9zeotw9fa6a8k.jpg,"Buku ini diperuntukan bagi siswa atau Guru SMP kelas IX yang ingin memahami matematika secara baik dan mendalam. Buku ini disusun untuk memenuhi capaian pembelajaran yang harus dimiliki oleh siswa pada fase D. Materi yang dibahas pada buku kelas IX meliputi Penjabaran dan Pemfaktoran, Akar Kuadrat, Persamaan Kuadrat, Fungsi Kuadrat, Kesebangunan, Lingkaran, Teorema Pythagoras, dan Survei Sampel.
 
Buku ini juga memiliki beberapa karakteristik yang berbeda dengan buku lain diantaranya adalah:
- Menggunakan konsep matematika yang sesuai dengan realita dan aplikasi matematika dalam kehidupan sehari-hari.
- Pengertian fakta, penanaman konsep dan penemuan secara induktif dalam buku ini telah melalui uji implementasi dalam beberapa siklus pembelajaran di kelas demi perbaikan pembelajaran matematika.
- Pembahasan materi selalu diawali dengan mengaitkan dengan materi yang telah dipelajari sebelumnya supaya memudahkan pemahaman. Pembuktian rumus, sejarah asal mula dan bagaimana mencarinya serta apa dan mengapanya disajikan dalam bentuk narasi dengan disertai contoh yang sederhana dan mudah dipahami. Gambar dan ilustrasi penyajian yang menggunakan foto atau ilustrasi untuk membantu siswa dalam memahami materi yang sedang dibahas.
- Soal disajikan secara terstruktur dari mudah ke yang lebih komplek serta dihubungkan dengan penerapan dalam kontek yg lebih sesuai, disertai penyelesaian soal yang dikemas sederhana serta mudah di pahami dan dibantu dengan narasi dalam bentuk tulisan untuk memperjelasnya.
- Buku ini juga menyediakan bagian ringkasan materi tiap bab untuk membantu siswa mengingat kembali materi yang telah dipelajari.
- Evaluasi bab berisi soal essay yang bervariasi dan menantang yang dapat digunakan untuk mengetahui pemahaman siswa mengenai materi yang telah dipelajari.
Secara singkat, dalam setiap bab terdapat pembahasan yang berisi pengalaman siswa dalam menemukan atau memperoleh konsep-konsep maupun sifat-sifat dalam matematika sebagai dasar dalam mempelajari matematika pada fase E. Adapun tugas siswa disajikan untuk penerapan konsep dalam kontekstual pembelajaran dalam bentuk essay (contekstual teaching learning dan problem based learning).

Tahun Terbit : Cetakan Pertama, 2022",https://aff.gramedia.com/s/wUKjgHABRX
Belajar Bersama Temanmu Matematika untuk SD Kelas 6 Volume 2,Tim Gakko Tosho,Rp 15.100,136,Pusat Perbukuan,"June 10, 2022",0.33,9786022448044,21,Indonesia,29.7,https://cdn.gramedia.com/uploads/picture_meta/2024/6/11/rbm5hx9tqccvavfxbdcujt.jpg,"Buku Mathematics for Junior High School yang pertama kali diterbitkan oleh Gakko Tosho CO, LTD. dalam Bahasa Jepang telah diterjemahkan dalam Bahasa Indonesia. Buku ini juga telah disadur dan ditelaah untuk menyesuaikan dengan konteks keseharian dan budaya Indonesia. Tidak kalah pentingnya, buku ini juga telah disesuaikan dengan Capaian Pembelajaran Matematika (Revisi 2021). 

Buku Siswa kelas VI Volume 2 ini terdiri atas tiga bagian utama, yaitu penjelasan awal, kegiatan pembelajaran, dan lampiran. Pada bagian penjelasan awal, siswa mendapatkan informasi tentang simbol dan karakter yang digunakan dalam kegiatan pembelajaran. Siswa juga mendapatkan gambaran tentang skema pembelajaran, yaitu keterkaitan antar konsep atau materi dalam Buku Siswa ini dengan yang telah dipelajari pada kelas sebelumnya. Kegiatan pembelajaran dibagi dalam bab-bab mengenai Perbandingan dalam Penerapan, Perbandingan Senilai dan Berbalik Nilai, Perbesaran dan Perkecilan, Besaran dan Satuan, dan Cara Pengolahan Data. Pembelajaran disajikan dalam kegiatan pemecahan masalah matematika kontekstual, disertai dengan ilustrasi, contoh, pertanyaan terbuka, dan refleksi. Siswa diarahkan berpikir matematis menggunakan alat dan simbol-simbol matematika, sehingga siswa tidak hanya mengembangkan pengetahuan konsep, tetapi juga prosedur dan metakognisi. 

Buku Siswa ini dilengkapi dengan kegiatan permainan dan penggunaan alat peraga matematika. Dalam kegiatan-kegiatan ini, secara tidak langsung siswa juga belajar untuk menalar, mengungkapkan pendapat, dan mengapresiasi matematika dalam kehidupan nyata.

Tahun Terbit : Cetakan Pertama, 2022",https://aff.gramedia.com/s/ChbdxVCKsJ
Belajar Bersama Temanmu Matematika untuk SD Kelas 3 Volume 1,Tim Gakko Tosho,Rp 15.100,144,Pusat Perbukuan,"June 10, 2022",0.355,9786022448167,21,Indonesia,29.7,https://cdn.gramedia.com/uploads/picture_meta/2024/6/11/tmadebtknt7hdw9qqsbrgt.jpg,"Buku Belajar Bersama Temanmu Matematika untuk Sekolah Dasar Kelas III Vol. 1 ini diterjemahkan dari buku Mathematics for Elementary School yang diterbitkan oleh Gakko Tosho CO, LTD. dalam bahasa Jepang. Buku ini kemudian diterjemahkan dalam bahasa Indonesia dan melalui proses penyaduran agar sesuai dengan Capaian Pembelajaran Matematika (Revisi 2021) serta konteks budaya dan kehidupan sehari-hari di Indonesia. 

Buku ini dilengkapi dengan beragam aktivitas yang dimulai dari materi prasyarat yang sudah dipelajari siswa di kelas sebelumnya, perkenalan materi yang dikaitkan dengan konteks kehidupan sehari-hari, aktivitas pemecahan masalah, dan penerapan lebih lanjut dalam bentuk petualangan matematika. Selain itu, buku ini juga dilengkapi dengan ilustrasi yang menarik guna meningkatkan motivasi siswa dalam belajar matematika dan sebagai bantuan visualisasi objek yang relevan sehingga memudahkan siswa dalam memahami materi. 

Adapun materi yang dibahas dalam buku ini meliputi Pengukuran, Bangun Datar, Data serta Bilangan dan Operasi Hitung. Dengan terbitnya Buku Matematika untuk Sekolah Dasar Kelas II Volume 1 ini diharapkan siswa dapat membentuk pola pikir logis, menalar, membangun argumen, mengkomunikasikan gagasan matematis yang dimiliki, serta mengapresiasi kegunaan matematika dalam kehidupan sehari-hari. 

Hal ini selaras dengan kecakapan hidup yang harus dimiliki siswa abad 21 yaitu 4C (Creativity, Critical Thinking, Communication, dan Collaboration). Dengan demikian siswa diharapkan dapat memiliki keterampilan matematika yang baik dan komprehensif dalam upaya membangun karakter manusia Indonesia yang utuh.

Tahun Terbit : Cetakan Pertama, 2022",https://aff.gramedia.com/s/MQcaMVHaRR
One Piece Party 02,Eiichiro Oda,Rp 24.000,192.0,Elex Media Komputindo,"March 19, 2019",0.093,9786020495682,17.2,,0.0,https://cdn.gramedia.com/uploads/items/9786020495682_Cov_One_Piece.jpg,"Ditulis serta diilustrasikan oleh Eiichiro Oda, One Piece adalah seri manga yang diterbitkan majalah Weekly Shonen Jump di tahun 1997. Mengisahkan tentang petualangan Monkey D. Luffy, anak laki-laki yang memiliki kemampuan tubuh elastis seperti karet setelah memakan buah Iblis secara tidak sengaja. Di dalam komik ini, petualangan Luffy dalam menjelajahi Grand Line membawanya bertemu dengan banyak orang baru yang sama-sama mencari harta karun terbesar dalam rangka menjadi Raja Bajak Laut berikutnya. Disambut dengan baik juga antusiasme para pembaca yang melonjak, Manga ini telah diadaptasi menjadi semua animasi video asli, diproduksi tahun 1998. Manga ini memiliki plot menarik yang menjanjikan siapa saja yang mengikutinya akan terus menantikan kelanjutannya.

Simak tembakan kedua komik komedi spin-off One Piece! Terdiri dari lima komik pendek yang mengundang gelak tawa, termasuk petualangan Ace! Komik ini juga diceritakan para anggota Tobiroppo yaitu Sasaki yang menghadapi Franky, Who’s Who dan menghadang Jinbei. Pertarungan para monster masih terus berlanjut. Luffy menuju ke puncak Onigashima untuk melakukan konfrontasi kepada Kaido, pertempuran terus terjadi dan anggota Topi Jerami ikut bertarung melawan. Sebuah komik komedi yang merupakan spin-off dari serial terkenal One Piece yang pasti akan mengundang gelak tawa siapapun yang membaca dengan plot cerita yang menarik!

Judul: One Piece Party 02
Cerita: Eiichiro Oda
Tebal:  192 Halaman
Format: Soft Cover
Tanggal Terbit: Agustus 2019",https://aff.gramedia.com/s/UQPBTZymuZ
